panel_name	mondo_id	gene_symbol_list
immune deficiency disease	MONDO:0009453	ABCA3 | ACP5 | ADA | ADA2 | ADAM17 | ADAMTS3 | ADAR | AICDA | AIRE | AK2 | AP3B1 | ARVCF | ATM | ATP6AP1 | B2M | BCL10 | BCL11B | BLM | BLNK | BLOC1S6 | BTK | C1QA | C1QB | C1QC | C1R | C1S | C2 | C3 | C4A | C4B | C5 | C6 | C7 | C8A | C8B | C8G | C9 | CARD11 | CARMIL2 | CASP10 | CASP8 | CCBE1 | CD19 | CD247 | CD27 | CD3D | CD3E | CD3G | CD40 | CD40LG | CD46 | CD59 | CD70 | CD79A | CD79B | CD81 | CD8A | CDCA7 | CEBPE | CFB | CFD | CFH | CFHR1 | CFHR3 | CFHR4 | CFHR5 | CFI | CFP | CHD7 | CIB1 | CIITA | COMT | CORO1A | CR2 | CSF2RA | CSF2RB | CSF3R | CTLA4 | CTPS1 | CTSC | CXCR2 | CXCR4 | CYBA | CYBB | CYBC1 | DCLRE1C | DDX58 | DGCR2 | DGCR6 | DGCR8 | DGKE | DNMT3B | DOCK2 | DOCK8 | DSG1 | DSP | EGFR | ELANE | ELF4 | EPG5 | ESS2 | EXTL3 | FADD | FAS | FASLG | FAT4 | FCGR3A | FCN3 | FERMT3 | FOXN1 | FOXP3 | FPR1 | G6PC3 | GATA2 | GFI1 | GINS1 | GP1BB | HAX1 | HELLS | HIRA | ICOS | IFIH1 | IFNAR2 | IFNGR2 | IGHG2 | IGHM | IGKC | IGLL1 | IKBKB | IKBKG | IKZF1 | IL10 | IL10RA | IL10RB | IL1RN | IL21 | IL21R | IL2RA | IL2RG | IL36RN | IL6R | IL6ST | IL7 | IL7R | IRF2BP2 | IRF7 | ITCH | ITGB2 | ITK | JAGN1 | JAK3 | JMJD1C | KNSTRN | KRAS | LAMTOR2 | LAT | LCK | LIG4 | LPIN2 | LRBA | LRRC8A | LYST | MAGT1 | MALT1 | MAP3K14 | MASP2 | MBL2 | MCM4 | MEFV | MPO | MRE11 | MS4A1 | MSN | MVK | MYSM1 | NBN | NCF1 | NCF2 | NCF4 | NFAT5 | NFKB1 | NFKB2 | NFKBIA | NHEJ1 | NLRC4 | NLRP12 | NLRP3 | NOD2 | NRAS | ORAI1 | PIK3CD | PIK3R1 | PLCG2 | PNP | POLA1 | POLE | POMP | PRF1 | PRKCD | PRKDC | PSMB4 | PSMB8 | PSMB9 | PSTPIP1 | PTEN | PTPRC | RAB27A | RAC2 | RAD50 | RAG1 | RAG2 | RASGRP1 | RBCK1 | RBSN | RC3H1 | RFX5 | RFXANK | RFXAP | RHOH | RIPK1 | RMRP | RNASEH2A | RNASEH2B | RNASEH2C | RNF168 | RNF31 | RNU4ATAC | RPSA | RREB1 | SAMHD1 | SEC24C | SEMA3E | SERPING1 | SFTPC | SH2D1A | SH3BP2 | SH3KBP1 | SKIV2L | SLC35C1 | SLC37A4 | SLC46A1 | SMARCAL1 | SMARCD2 | SP110 | SPINK5 | SRP54 | STAT1 | STAT2 | STAT3 | STAT5B | STIM1 | STING1 | STK4 | STX11 | STXBP2 | TAFAZZIN | TAP1 | TAP2 | TAPBP | TBX1 | TCF3 | TCIRG1 | TCN2 | TFRC | TMC6 | TMC8 | TNFRSF11A | TNFRSF13B | TNFRSF13C | TNFRSF1A | TNFRSF4 | TNFSF12 | TOP3A | TPP2 | TRAC | TREX1 | TRNT1 | TTC37 | TTC7A | UFD1 | UNC119 | UNC13D | UNG | USB1 | VPS13B | VPS45 | WAS | WIPF1 | XIAP | XRCC4 | ZAP70 | ZBTB24 | ZNF341
atypical Rett syndrome	MONDO:0017746	CDKL5 | FOXG1 | GABBR2 | MECP2 | NTNG1 | STXBP1
syndrome caused by partial chromosomal deletion	MONDO:0000761	ARID1B | BAZ1B | BCAP31 | BCR | BDNF | CHRNA7 | CLIP2 | CPLX1 | CREBBP | CRKL | CTBP1 | CTNND2 | DEAF1 | DGCR2 | DGCR6 | DGCR8 | ELN | ESS2 | FGFRL1 | FLII | FRA16E | GABRD | GATA3 | GJA5 | GJA8 | GTF2I | GTF2IRD1 | HNF1B | IQSEC2 | KCNAB2 | KLF13 | LETM1 | LHX1 | LIMK1 | MAPK1 | MCTP2 | MEIS2 | MLXIPL | NELFA | NF1 | NFIA | NFIX | NRXN1 | NSD2 | PAX6 | PDE4D | PRDM16 | RAI1 | RB1 | RBM8A | RERE | RFC2 | SATB2 | SEMA5A | SH2B1 | SIN3A | SKI | TAB2 | TBL2 | TBX1 | TBX4 | USP7 | WT1
progressive sensorineural hearing loss-hypertrophic cardiomyopathy syndrome	MONDO:0016424	MYO6
familial Alzheimer disease	MONDO:0100087	A2M | ABCA7 | APOE | APP | HFE | MPO | NOS3 | PLAU | PSEN1 | PSEN2 | SORL1 | TOMM40 | TREM2
isolated neonatal sclerosing cholangitis	MONDO:0018816	DCDC2
Ramon syndrome	MONDO:0009954	ELMO2
Fanconi renotubular syndrome 3	MONDO:0014275	EHHADH
syndromic oculocutaneous albinism	MONDO:0017305	AP3B1 | AP3D1 | BLOC1S3 | BLOC1S6 | DTNBP1 | HPS1 | HPS3 | HPS4 | HPS5 | HPS6 | LYST | MLPH | MYO5A | RAB27A
glycogen storage disease IXb	MONDO:0009868	PHKB
cataract 10 multiple types	MONDO:0010948	CRYBA1
isolated growth hormone deficiency type III	MONDO:0010615	BTK | ELF4
Usher syndrome type 3A	MONDO:0010170	CLRN1
MSH3-related attenuated familial adenomatous polyposis	MONDO:0018812	MSH3
long QT syndrome 15	MONDO:0014550	CALM2
hypervalinemia and hyperleucine-isoleucinemia	MONDO:0100058	BCAT2
pontocerebellar hypoplasia, type 1d	MONDO:0054844	EXOSC9
brain cancer	MONDO:0001657	EGFR | FGFR1 | FGFR3 | IDH1 | JMJD1C | LZTR1 | MGMT | NFKBIA | PPARG | TACC1 | TACC3 | TP53
multicentric osteolysis, nodulosis, and arthropathy	MONDO:0009809	MMP2
spondyloepiphyseal dysplasia with coronal craniosynostosis, cataracts, cleft palate, and mental retardation	MONDO:0011261	MIR140
congenital muscular dystrophy	MONDO:0019950	ACTA1 | B3GALNT2 | B4GAT1 | CHKB | COL12A1 | COL4A1 | COL6A1 | COL6A2 | COL6A3 | CRPPA | DAG1 | DPM2 | DPM3 | DYSF | FKRP | FKTN | GMPPB | INPP5K | ITGA7 | LAMA2 | LARGE1 | LMNA | POMGNT1 | POMGNT2 | POMK | POMT1 | POMT2 | RXYLT1 | SELENON | SYNE1 | TRIP4
UV-sensitive syndrome 2	MONDO:0013829	ERCC8
Chiari malformation	MONDO:0000115	DKK1 | FUZ
specific language impairment	MONDO:0000724	TM4SF20
hereditary sensory neuropathy-deafness-dementia syndrome	MONDO:0013584	DNMT1
spermatogenic failure 48	MONDO:0030846	M1AP
basal ganglia calcification, idiopathic, 6	MONDO:0014628	XPR1
Myhre syndrome	MONDO:0007688	SMAD4
maleylacetoacetate isomerase deficiency	MONDO:0060527	GSTZ1
nemaline myopathy 10	MONDO:0014513	LMOD3
qualitative or quantitative defects of protein involved in O-glycosylation of alpha-dystroglycan	MONDO:0016155	ANO5 | B3GALNT2 | B4GAT1 | COL4A1 | CRPPA | DAG1 | FKRP | FKTN | GMPPB | LARGE1 | POMGNT1 | POMGNT2 | POMK | POMT1 | POMT2 | RXYLT1
bone development disease	MONDO:0005497	ABCC9 | ACAN | ACP5 | ACVR1 | ADAMTS10 | ADAMTS17 | ADAMTSL2 | AEBP1 | AFF4 | AGPS | AIFM1 | AKT3 | ALPL | ALX1 | ALX3 | ALX4 | AMER1 | ANKH | ANO5 | ANTXR2 | AP2S1 | APC | ARHGAP31 | ARID1A | ARID1B | ARID2 | ARSL | ATP6V0A2 | ATP6V1A | ATP6V1E1 | ATR | ATRIP | B3GALT6 | B3GAT3 | B4GALT7 | B9D1 | B9D2 | BANF1 | BGN | BHLHA9 | BMP1 | BMP2 | BMPER | BMPR1B | BPNT2 | BRCA1 | BRCA2 | BRIP1 | BTRC | C2CD3 | CA2 | CANT1 | CASR | CC2D2A | CCDC8 | CCN6 | CCND2 | CCNQ | CD96 | CDC45 | CDC6 | CDH3 | CDKN1C | CDT1 | CENPE | CENPJ | CEP120 | CEP152 | CEP290 | CEP55 | CEP63 | CERS3 | CFAP410 | CHST3 | CHSY1 | CIBAR1 | CILK1 | CKAP2L | CLCN7 | COG1 | COG4 | COL10A1 | COL11A1 | COL11A2 | COL1A1 | COL1A2 | COL27A1 | COL2A1 | COL9A1 | COL9A2 | COL9A3 | COMP | COX4I2 | CPLANE1 | CREB3L1 | CREBBP | CRTAP | CSF1R | CSPP1 | CTSK | CUL7 | CWC27 | CYP26B1 | CYP27B1 | CYP2R1 | DACT1 | DDR2 | DDRGK1 | DDX58 | DDX59 | DHCR24 | DHCR7 | DHODH | DKK1 | DLL3 | DLL4 | DLX3 | DLX5 | DLX6 | DNA2 | DOCK6 | DPF2 | DPH1 | DVL1 | DVL3 | DYM | DYNC2H1 | DYNC2I1 | DYNC2I2 | DYNC2LI1 | DYNLT2B | EBP | EDN1 | EDNRA | EFNB1 | EFTUD2 | EIF2AK3 | ELMO2 | EOGT | EP300 | EPS15L1 | ERCC4 | ERF | EVC | EVC2 | EXOC6B | EXT1 | EXT2 | EXTL3 | FAM111A | FAM149B1 | FAM20C | FANCA | FANCB | FANCC | FANCD2 | FANCE | FANCF | FANCG | FANCI | FANCL | FANCM | FBLN1 | FBN1 | FERMT3 | FGF10 | FGF16 | FGF9 | FGFR1 | FGFR2 | FGFR3 | FIG4 | FKBP10 | FLNA | FLNB | FN1 | FREM1 | FZD2 | GDF5 | GDF6 | GJA1 | GLI1 | GLI2 | GLI3 | GMNN | GNA11 | GNAI3 | GNAS | GNPAT | GORAB | GPC6 | GPX4 | GRIN1 | GSC | GZF1 | HDAC4 | HDAC8 | HES7 | HHAT | HMGA2 | HNRNPA1 | HNRNPA2B1 | HNRNPK | HOXA11 | HOXA13 | HOXD13 | HPGD | HSPA9 | HSPG2 | IARS2 | IDH1 | IDH2 | IFIH1 | IFITM5 | IFT122 | IFT140 | IFT172 | IFT43 | IFT52 | IFT57 | IFT80 | IFT81 | IHH | IKBKG | IL11RA | INPPL1 | INTU | IQCE | KAT6A | KAT6B | KCNJ8 | KDELR2 | KIAA0586 | KIAA0753 | KIAA0825 | KIF14 | KIF22 | KIF7 | KMT2A | LARP7 | LBR | LEMD3 | LFNG | LIFR | LMBR1 | LMNA | LMX1B | LONP1 | LOXL3 | LRP4 | LRP5 | LRRK1 | LTBP2 | LTBP3 | MAB21L2 | MACROH2A1 | MAD2L2 | MAFB | MAP2K1 | MAP3K20 | MAP3K7 | MATN3 | MBTPS1 | MBTPS2 | MCM5 | MECOM | MEGF8 | MESD | MESP2 | MET | MGP | MIR140 | MIR17HG | MKS1 | MMP13 | MMP14 | MMP2 | MMP9 | MNX1 | MSX2 | MTAP | MYCN | MYH3 | MYH8 | MYO18B | MYSM1 | NANS | NECTIN4 | NEK1 | NEK9 | NEPRO | NIN | NIPBL | NKX3-2 | NOG | NOTCH1 | NOTCH2 | NPHP3 | NPR2 | NSDHL | NSMCE2 | NXN | OBSL1 | OFD1 | ORC1 | ORC4 | ORC6 | OSTM1 | P3H1 | P4HB | PALB2 | PAM16 | PAPSS2 | PCNT | PCYT1A | PDE3A | PDE4D | PDE6D | PDGFRB | PEX5 | PEX7 | PGAP2 | PGAP3 | PIGL | PIGO | PIGT | PIGV | PIGW | PIGY | PIK3C2A | PIK3R2 | PITX1 | PLCB4 | PLEKHM1 | PLK4 | PLOD2 | PLS3 | POC1A | POLE | POLR1A | POLR1B | POLR1C | POLR1D | POLR3B | POP1 | POR | PPIB | PRKAR1A | PRMT7 | PTDSS1 | PTH1R | PTHLH | PTPN11 | PYCR1 | RAB23 | RAB33B | RAD21 | RAD51 | RAD51C | RBBP8 | RBM8A | RBPJ | RECQL4 | RFWD3 | RIPPLY2 | RMRP | RNU4ATAC | ROR2 | RPGRIP1 | RPGRIP1L | RPL10 | RSPO2 | RSPRY1 | RTTN | RUNX2 | SALL1 | SALL4 | SEC24D | SEM1 | SERPINF1 | SERPINH1 | SETD5 | SF3B4 | SFRP4 | SGMS2 | SH3BP2 | SH3PXD2B | SHH | SHOX | SIK3 | SIX2 | SKI | SLC26A2 | SLC29A3 | SLC34A1 | SLC35D1 | SLC39A13 | SLC39A14 | SLC9A3R1 | SLCO2A1 | SLX4 | SMAD4 | SMAD6 | SMARCA2 | SMARCA4 | SMARCAL1 | SMARCB1 | SMARCC2 | SMARCD1 | SMARCE1 | SMC1A | SMC3 | SMO | SNRPB | SNX10 | SOST | SOX11 | SOX4 | SOX9 | SP7 | SPARC | SPECC1L | STXBP1 | SUFU | TAPT1 | TBCE | TBX15 | TBX3 | TBX4 | TBX5 | TBX6 | TBXAS1 | TCF12 | TCIRG1 | TCOF1 | TCTN2 | TCTN3 | TELO2 | TENT5A | TGDS | TGFB1 | THPO | TMCO1 | TMEM107 | TMEM165 | TMEM216 | TMEM231 | TMEM38B | TMEM67 | TNFRSF11A | TNFRSF11B | TNFSF11 | TONSL | TP63 | TRAF3IP1 | TRAIP | TRAPPC2 | TREM2 | TRIP11 | TRPS1 | TRPV4 | TRPV6 | TTC21B | TWIST1 | TYROBP | UBE2T | UFSP2 | VAC14 | VCP | VDR | VPS33A | WDPCP | WDR19 | WDR35 | WNT1 | WNT10B | WNT3 | WNT3A | WNT5A | WNT7A | XRCC2 | XRCC4 | XYLT1 | XYLT2 | ZIC1 | ZMPSTE24 | ZNF141 | ZNF335 | ZNF462 | ZSWIM6
X-linked dystonia-parkinsonism	MONDO:0010747	TAF1
trichorhinophalangeal syndrome, type III	MONDO:0008597	TRPS1
type 1 diabetes mellitus 10	MONDO:0011168	IL2RA
qualitative or quantitative defects of beta-sarcoglycan	MONDO:0016142	SGCB
HTRA1-related autosomal dominant cerebral small vessel disease	MONDO:0018832	HTRA1
total autosomal trisomy	MONDO:0020051	GATA1
diencephalic-mesencephalic junction dysplasia syndrome 1	MONDO:0009625	PCDH12
hypertrophic cardiomyopathy and renal tubular disease due to mitochondrial DNA mutation	MONDO:0017933	MT-TL1
distal 17p13.3 microdeletion syndrome	MONDO:0016839	YWHAE
mediastinal disease	MONDO:0043707	BCL6 | XPO1
acromicric dysplasia	MONDO:0007055	FBN1 | LTBP3
corneal dystrophy, posterior polymorphous, 4	MONDO:0054832	GRHL2
mediastinal cancer	MONDO:0005843	BCL6 | XPO1
multiple endocrine neoplasia type 2	MONDO:0019003	ESR2 | NTRK1 | RET
juvenile cataract-microcornea-renal glucosuria syndrome	MONDO:0012786	SLC16A12
central nervous system germinoma	MONDO:0002999	JMJD1C
acute basophilic leukemia	MONDO:0019458	GATA1 | MYB
syndromic X-linked intellectual disability Turner type	MONDO:0010407	HUWE1
thymus neoplasm	MONDO:0005197	BCL6 | XPO1
autoimmune lymphoproliferative syndrome type 2B	MONDO:0011804	CASP8
immunodeficiency 70	MONDO:0033542	IVNS1ABP
Bartter syndrome	MONDO:0015231	BSND | CLCNKA | CLCNKB | KCNJ1 | MAGED2 | SLC12A1
autosomal dominant neovascular inflammatory vitreoretinopathy	MONDO:0008664	CAPN5
hemolytic-uremic syndrome	MONDO:0001549	C3 | CD46 | CFB | CFH | CFHR1 | CFHR3 | CFHR4 | CFHR5 | CFI | DGKE | THBD
rare male fertility disorder with obstructive azoospermia	MONDO:0018396	AMH | AMHR2 | BICC1 | DNAJB11 | DZIP1L | GANAB | PKD1 | PKD2 | PKHD1
cardiofaciocutaneous syndrome 1	MONDO:0007265	BRAF | KRAS | MAP2K1 | MAP2K2
neurodegeneration, childhood-onset, with cerebellar atrophy	MONDO:0032650	AGTPBP1
autosomal recessive primary microcephaly	MONDO:0016660	ANKLE2 | ASPM | CDK5RAP2 | CDK6 | CENPE | CENPJ | CEP135 | CEP152 | CEP63 | CIT | COPB2 | KIF14 | KNL1 | MCPH1 | METTL5 | MFSD2A | NCAPD2 | NCAPD3 | NCAPH | NUP37 | PHC1 | PYCR2 | SASS6 | STIL | TAF13 | TRAPPC14 | WDFY3 | WDR62 | ZNF335
warfarin sensitivity, x-linked	MONDO:0026768	F9
long QT syndrome 14	MONDO:0014548	CALM1
cataract 15 multiple types	MONDO:0014110	MIP
lens position anomaly	MONDO:0020236	ADAMTSL4 | ASPH | CBS | FBN1 | GPHN | MOCS1 | MOCS2 | SUOX
hyperuricemia-pulmonary hypertension-renal failure-alkalosis syndrome	MONDO:0013458	SARS2
chondrosarcoma (disease)	MONDO:0008977	EXT1
isolated congenital hypogonadotropic hypogonadism	MONDO:0016553	LEP | LEPR | PCSK1
Brunner syndrome	MONDO:0010379	MAOA
prostate neoplasm	MONDO:0021259	AR | BRCA1 | BRCA2 | CDH1 | CHEK2 | EHBP1 | ELAC2 | EPHB2 | HNF1B | HOXB13 | KLF6 | MAD1L1 | MSMB | MXI1 | NBN | PTEN | RNASEL | SRD5A2 | ZFHX3
Koolen de Vries syndrome	MONDO:0012496	KANSL1
West Nile fever	MONDO:0002282	CCR5
cyclic hematopoiesis	MONDO:0008090	ELANE
microcephaly 5, primary, autosomal recessive	MONDO:0012106	ASPM
thyroid ectopia	MONDO:0019854	PAX8
total spina bifida aperta	MONDO:0017063	FUZ | MTHFD1 | MTHFR | TBXT | VANGL1 | VANGL2
intellectual disability, autosomal dominant 16	MONDO:0013821	SMARCA4
sex-linked disease	MONDO:0020606	ABCB7 | ABCD1 | ACD | ACSL4 | AFF2 | AGTR2 | AIFM1 | ALAS2 | ALG13 | AMMECR1 | AP1S2 | ARHGEF6 | ARHGEF9 | ARSL | ARX | ATP11C | ATP2B3 | ATP6AP2 | ATP7A | ATRX | AVPR2 | BCOR | BGN | BRWD3 | CACNA1F | CASK | CD40LG | CDKL5 | CHM | CLCN4 | CLCN5 | CLIC2 | CNKSR2 | COL4A5 | COL4A6 | COX7B | CUL4B | DCX | DDX3X | DKC1 | DLAT | DLD | DLG3 | DMD | EBP | EDA | EDA2R | EFNB1 | EIF2S3 | EMD | F8 | FAM50A | FANCB | FGD1 | FHL1 | FLNA | FMR1 | FOXG1 | FRMPD4 | FTSJ1 | GABBR2 | GDI1 | GJB1 | GJB2 | GJB6 | GPC3 | GPC4 | GPR101 | GPR143 | GPRASP2 | GRIA3 | HCCS | HCFC1 | HDAC6 | HDAC8 | HMGB3 | HNRNPH2 | HPRT1 | HS6ST2 | HSD17B10 | HUWE1 | IDS | IGBP1 | IGSF1 | IKBKG | IL1RAPL1 | IQSEC2 | KCNE5 | KDM5C | KIF4A | KLHL15 | L1CAM | LAMP2 | LAS1L | LIAS | LONP1 | MAMLD1 | MAOA | MAP3K7 | MBTPS2 | MECP2 | MED12 | MID1 | MID2 | MSL3 | MTM1 | NAA10 | NDP | NDUFB11 | NEXMIF | NHS | NKAP | NONO | NR0B1 | NSDHL | NTNG1 | NYX | OCRL | OFD1 | OGT | OPHN1 | OPN1LW | OPN1MW | OTC | PAK3 | PARN | PCDH19 | PDHA1 | PDHB | PDHX | PDK3 | PDP1 | PGK1 | PHEX | PHF6 | PHF8 | PLP1 | POLA1 | PORCN | POU3F4 | PQBP1 | PRPS1 | PTCHD1 | RAB39B | RBMX | RLIM | RNU4ATAC | RPGR | RPL10 | RPS6KA3 | RS1 | RTEL1 | SH2D1A | SHROOM4 | SLC16A2 | SLC6A8 | SLC9A6 | SLC9A7 | SMPX | SMS | SOX3 | SRPX2 | STAG2 | STEEP1 | STS | STXBP1 | SYN1 | SYP | TAF1 | TBL1Y | THOC2 | TIMM8A | TINF2 | TRAPPC2 | TSPAN7 | UBE2A | UPF3B | USP27X | USP9X | WAS | WIPF1 | XIAP | ZC4H2 | ZDHHC9 | ZIC3 | ZNF41 | ZNF711 | ZNF81
autosomal recessive cerebral atrophy	MONDO:0018218	TMPRSS4
Zellweger syndrome	MONDO:0019609	PEX1 | PEX10 | PEX11B | PEX12 | PEX13 | PEX14 | PEX16 | PEX19 | PEX2 | PEX26 | PEX3 | PEX5 | PEX6 | PEX7
disorder of tyrosine metabolism	MONDO:0017307	FAH | HGD | HPD | TAT | TH
communication disorder	MONDO:0002182	AP4E1 | TM4SF20
autosomal recessive cutis laxa type 2, classic type	MONDO:0009054	ATP6V0A2 | ATP6V1A | ATP6V1E1
partial deletion of the short arm of chromosome 2	MONDO:0016884	CAMKMT | PPM1B | PREPL | SLC3A1
variable age onset epilepsy	MONDO:0100036	ASAH1 | CERS1 | CLN3 | CLN5 | CLN6 | CLN8 | CSTB | CTSD | CTSF | DEPDC5 | DNAJC5 | EPM2A | GOSR2 | GRN | KCNC1 | KCTD7 | LMNB2 | MFSD8 | MT-ND5 | MT-RNR1 | MT-TF | MT-TH | MT-TI | MT-TK | MT-TL1 | MT-TP | MT-TQ | MT-TS1 | MT-TS2 | NHLRC1 | NPRL2 | NPRL3 | POLG | PPT1 | PRDM8 | PRICKLE1 | SCARB2 | SCN3A | SEMA6B | SERPINI1 | SLC1A1 | TPP1 | TWNK
osteonecrosis	MONDO:0005380	ACAN | COL2A1 | DPYD | GBA | GNAS | HBB | HRG | PROC | PROS1 | SCARB2 | SERPINC1 | TRPV4
neurooculocardiogenitourinary syndrome	MONDO:0032850	WDR37
sulfite oxidase deficiency due to molybdenum cofactor deficiency type C	MONDO:0014212	GPHN
microphthalmia, isolated, with coloboma	MONDO:0000170	ABCB6 | GDF3 | GDF6 | RBP4 | SHH | STRA6 | TENM3 | VSX2
vitelliform macular dystrophy 3	MONDO:0024561	PRPH2
atransferrinemia	MONDO:0008846	TF
fasciitis (disease)	MONDO:0004830	MYH9 | USP6
congenital vascular bone syndrome	MONDO:0016524	ELMO2 | RASA1
Epstein-Barr virus-associated malignant lymphoproliferative disorder	MONDO:0017343	KLHDC8B | MYC
infantile-onset mesial temporal lobe epilepsy with severe cognitive regression	MONDO:0018314	TNK2
malignant pineal area germ cell neoplasm	MONDO:0002073	JMJD1C
spinocerebellar ataxia type 26	MONDO:0012246	EEF2
methionine adenosyltransferase deficiency	MONDO:0009607	MAT1A
ectopia lentis 2, isolated, autosomal recessive	MONDO:0009152	ADAMTSL4
X-linked distal hereditary motor neuropathy	MONDO:0018451	ATP7A | LAS1L
hereditary dentin defect	MONDO:0015668	DSPP | SMOC2 | SSUH2 | VPS4B
autosomal dominant spastic paraplegia type 9	MONDO:0015091	ALDH18A1
post-infectious syndrome	MONDO:0021670	HLA-DQB1 | HLA-DRB1
rare hyperopia and astigmatism	MONDO:0020209	AIPL1 | CEP290 | CRB1 | CRX | GDF6 | GUCY2D | IFT140 | IMPDH1 | IQCB1 | KCNJ13 | KERA | LCA5 | LRAT | NMNAT1 | PCYT1A | PIK3R1 | RD3 | RDH12 | RPE65 | RPGRIP1 | SPATA7 | TUBB4B | TULP1 | USP45
complete atrioventricular canal	MONDO:0015273	CRELD1 | GATA4 | GATA6 | NR2F2
islet cell adenomatosis	MONDO:0007834	ABCC8 | GCK | GLUD1 | HADH | HNF1A | HNF4A | KCNJ11 | MAFA | SLC16A1 | UCP2
Zimmermann-Laband syndrome	MONDO:0000200	ATP6V1B2 | KCNH1 | KCNN3
cherubism	MONDO:0007315	SH3BP2
autosomal recessive axonal charcot-marie-tooth disease due to copper metabolism defect	MONDO:0033850	SCO2
midline cerebral malformation	MONDO:0017090	CDON | CNOT1 | DISP1 | DLL1 | FGF8 | FGFR1 | FOXH1 | GAS1 | GLI2 | NODAL | PTCH1 | SHH | SIX3 | SMC1A | STAG2 | SUFU | TDGF1 | TGIF1 | ZIC2
hemoglobin E disease	MONDO:0016243	HBB
alcohol-related disorders	MONDO:0021698	ADH1B | ADH1C | ALDH2 | GABRA2 | HTR2A
rare female infertility due to an adrenal disorder	MONDO:0018400	AKR1C2 | AKR1C4 | CYB5A | CYP17A1 | CYP21A2 | HSD17B3 | STAR
intellectual disability, X-linked 99, syndromic, female-restricted	MONDO:0010502	USP9X
autosomal recessive congenital ichthyosis 4B	MONDO:0009443	ABCA12
mitochondrial complex 1 deficiency, nuclear type 4	MONDO:0032609	NDUFV1
Duane-radial ray syndrome	MONDO:0011812	SALL4
neuronal ceroid lipofuscinosis 2	MONDO:0008769	TPP1
familial periodic paralysis	MONDO:0000995	CACNA1S | GABRA3 | KCNE3 | KCNJ18 | KCNJ2 | KCNJ5 | MT-ATP6 | MT-ATP8 | SCN4A
dystonia 16	MONDO:0012789	PRKRA
ornithine translocase deficiency	MONDO:0009393	SLC25A15
apolipoprotein c-III deficiency	MONDO:0013534	APOC3
maternally-inherited diabetes and deafness	MONDO:0010785	MT-TE | MT-TK | MT-TL1
calcium metabolic disease	MONDO:0005557	AP2S1 | CASR | CLDN16 | CYP24A1 | FGF23 | GALNT3 | GNA11 | KL | SAMD9 | SLC34A1
spinocerebellar ataxia type 13	MONDO:0011529	KCNC3
primary ciliary dyskinesia 24	MONDO:0014202	RSPH1
carboxypeptidase N deficiency	MONDO:0008910	CPN1
Wolfram-like syndrome	MONDO:0013673	WFS1
autosomal recessive early-onset Parkinson disease 6	MONDO:0011613	PINK1
palmoplantar keratosis	MONDO:0006590	AAGAB | AP1B1 | AQP5 | CAST | CFTR | COG6 | COL14A1 | CTSC | DSG1 | DSP | GJA1 | GJB2 | GJB3 | GJB4 | GJB6 | GRHL2 | JUP | KANK2 | KDSR | KRT1 | KRT14 | KRT16 | KRT17 | KRT6A | KRT6B | KRT6C | KRT83 | KRT9 | LORICRIN | MBTPS2 | MPZ | MT-TS1 | NLRP1 | PERP | POMP | RHBDF2 | RSPO1 | SASH1 | SERPINB7 | SLURP1 | SMARCAD1 | SNAP29 | TAT | TRPM4 | TRPV3 | WNT10A
congenital hereditary endothelial dystrophy type I	MONDO:0020365	OVOL2
atrial septal defect 7	MONDO:0007173	NKX2-5
myofibrillar myopathy 4	MONDO:0012277	LDB3
autoimmune enteropathy	MONDO:0019787	FOXP3 | ITCH | LRBA | STAT1
xeroderma pigmentosum group B	MONDO:0012531	ERCC3
skeletal dysplasia-T-cell immunodeficiency-developmental delay syndrome	MONDO:0033682	EXTL3
giant cell glioblastoma	MONDO:0016682	EGFR | FGFR1 | FGFR3 | IDH1 | LZTR1 | MGMT | NFKBIA | PPARG | TACC1 | TACC3 | TP53
palmoplantar keratoderma-deafness syndrome	MONDO:0007852	GJB2 | MT-TS1
Harel-Yoon syndrome	MONDO:0014958	ATAD3A
mesenchymal cell neoplasm	MONDO:0002616	ANTXR2 | APC | CDK4 | COL1A1 | CTNNB1 | DDIT3 | ETV6 | FGFR1 | FH | FUS | GNAS | GRM1 | HMGA2 | KRAS | MDM2 | MFN2 | MYH9 | NAB2 | NOTCH3 | NTRK3 | PDGFB | PDGFRB | SMARCA4 | SMARCB1 | STAT6 | USP6
epilepsy, idiopathic generalized, susceptibility to, 11	MONDO:0011875	CLCN2
bronchiectasis with or without elevated sweat chloride 1	MONDO:0008887	CFTR | SCNN1B
autosomal uniparental disomy	MONDO:0020055	DLK1 | HYMAI | MAGEL2 | MEG3 | NDN | OCA2 | PLAGL1 | RTL1 | SNRPN | UBE3A
Joubert syndrome 7	MONDO:0012694	RPGRIP1L
oculocutaneous albinism type 1B	MONDO:0011749	TYR
diazoxide-resistant focal hyperinsulinism	MONDO:0019265	ABCC8 | KCNJ11
encephalopathy due to hydroxykynureninuria	MONDO:0009372	KYNU
cerebral ventricle cancer	MONDO:0002682	TP53
intermediate maple syrup urine disease	MONDO:0017052	BCKDHA | BCKDHB | DBT | PPM1K
familial hypercholesterolemia	MONDO:0005439	ABCG5 | ABCG8 | APOA2 | APOB | CYP7A1 | EPHX2 | GHR | LDLR | LDLRAP1 | PCSK9 | PPP1R17
